,news_id,title,Value 
249,273,Piecemeal data releases threaten to undermine Sinovac's COVID-19 vaccine - Reuters India,True
250,440,What to Do If You're Exposed to COVID-19,True
251,152,WHO recommends two doses of Pfizer COVID-19 vaccine within 21-28 days - Reuters India,True
252,19,Coronavirus Briefing: What Happened Today,True
253,202,FDA tells US health providers not to modify COVID-19 vaccine dose schedule,True
254,214,Emergency use approval for AstraZeneca COVID-19 vaccine likely in April: Slaoui - Reuters India,True
255,231,'Believe in science': EU kicks off COVID-19 vaccine campaign - Coast Reporter,True
256,322,Track COVID Vaccinations With These Websites,True
257,460,Pfizer CEO explains why he hasn't received a vaccine yet,True
258,95,Emergency use approval for AstraZeneca COVID-19 vaccine likely in April: Slaoui - Reuters,True
259,305,Hackers Illegally Accessed Pfizer's Preliminary Vaccine Data,True
260,378,"Yes, a Covid-19 vaccine has arrived. But here's what NOT to do",True
261,28,3 surprising drugs being repurposed to fight COVID-19,True
262,399,How Delhi Airport Is Preparing For Covid-19 Vaccine Storage? Inside Vaccine Cold Chamber - India Today,True
263,10,Covid-19: China approves Sinopharm vaccine for general use,True
264,279,Piecemeal data releases threaten to undermine Sinovac's COVID-19 vaccine - Reuters UK,True
265,5,FDA tells US health providers not to modify COVID-19 vaccine dose schedule,True
266,149,Doctors call for governments to speed up COVID-19 immunizations - The Globe and Mail,True
267,400,Answering the Most Common COVID-19 Vaccine Questions - News4JAX,True
268,494,‘Saturday Night Live’ Sends Up Fauci and Covid-19 Vaccine Rollout,True
269,178,France cranks up COVID-19 vaccine rollout to deliver shots faster - Reuters UK,True
270,353,Apple Wallet Receipt Could Serve As First Proof Of An Individual's Vaccination Status,True
271,426,Two Allergic Reactions to Covid-19 Vaccine on Tuesday Prompt New Warning in UK,True
272,433,Biden says Trump should get some credit,True
273,227,Emergency US authorization for AstraZeneca COVID-19 vaccine likely in April - Reuters UK,True
274,282,'So pleased' - Britain gives first dose of Oxford/AstraZeneca vaccine to dialysis patient - Reuters India,True
275,333,Biden says Trump should get some credit,True
276,379,Smerconish on pandemic: Turning a corner or miles from nowhere?,True
277,438,See the TikTok team that's tackling Covid-19 vaccine misinformation,True
278,93,BRIEF-Sinovac's COVID-19 Vaccine Shown To Be Effective In Brazil Trials - WSJ - Reuters,True
279,75,COVID-19: Is one vaccine better than another? - CBC News: The National,True
280,230,UPDATE 1-FTSE 100 edges higher after UK approves AstraZeneca's COVID-19 vaccine - Reuters,True
281,99,"Moderna, McKesson and US Army general ready to roll out new COVID-19 vaccine - Reuters UK",True
282,133,Italy to enter capital of ReiThera to support COVID vaccine development - Reuters India,True
283,407,There Should Be a Nobel Prize for Vaccine Logistics,True
284,223,Mexican doctor hospitalized after receiving COVID-19 vaccine - Yahoo News,True
285,62,What we know about Moderna's coronavirus vaccine and how it differs from Pfizer's,True
286,137,BRIEF-FDA Statement On Following The Authorized Dosing Schedules For COVID-19 Vaccines - Reuters UK,True
287,306,COVID-19 vaccine monitoring program may be at risk of false reports,True
288,321,"Pfizer's Covid-19 Vaccine Wins Crucial Vote, Now One Step Away From FDA Authorization",True
289,179,Israel's health ministry authorizes use of Moderna's COVID-19 vaccine - Reuters India,True
290,244,GOP governor: Trump should've weighed in months ago,True
291,339,Coronavirus Briefing: What Happened Today,True
292,106,Global Vaccination Efforts Roll Out Slower Than Promised,True
293,217,South African scientists seek to understand new variant,True
294,271,Factbox-How AstraZeneca-Oxford developed Britain's homegrown COVID-19 vaccine - Reuters UK,True
295,257,Belarus begins administering Russian COVID-19 vaccine - Reuters,True
296,109,BRIEF-EMA Recommends Moderna's COVID-19 Vaccine For Authorisation In EU - Reuters,True
297,264,Viral 5G Conspiracy Diagram Actually Shows How to Build Your Own Guitar Pedal,True
298,296,Slovakia starts vaccinating people against Covid-19 - INQUIRER.net,True
299,388,Plan a Post-Pandemic Vacation in a Novelty Airbnb,True
300,71,"Opinion: When Black people are wary of vaccine, it's important to listen and understand why",True
301,102,FDA tells US health providers not to modify COVID-19 vaccine dose schedule,True
302,363,"CDC Reports 550,000 Americans Have Received First Dose of Covid-19 Vaccine",True
303,416,Facebook adds new notifications for COVID-19 misinformation,True
304,70,Biden receives COVID-19 vaccine at Delaware hospital - Reuters UK,True
305,293,Britain first to approve AstraZeneca/Oxford COVID-19 vaccine - Reuters,True
306,107,Stemirna COVID-19 vaccine candidate obtains clinical trial approval in China - Reuters India,True
307,112,"Mexico approves AstraZeneca COVID-19 vaccine, minister says - Reuters India",True
308,168,Explainer-How safe is it to switch and space COVID-19 vaccine doses? - Reuters UK,True
309,262,Where are we in the global COVID-19 vaccine race? - CTV News,True
310,300,Alaska still deciding when groups will get COVID-19 vaccine - Bowen Island Undercurrent,True
311,175,UK Stocks-Factors to watch on Jan 5 - Reuters UK,True
312,310,FDA tells US health providers not to modify COVID-19 vaccine dose schedule,True
313,324,How Joe Biden Plans to Tackle COVID in His First 100 Days,True
314,380,Health care worker who had reaction to Moderna vaccine has history of allergies,True
315,495,Live Video: Watch a Man With Blood on His Hands Get Vaccinated For Covid-19,True
316,31,The U.S. Just Secured Another 100 Million Doses of the Pfizer and BioNTech Covid-19 Vaccine,True
317,328,We're Probably Days Away From a COVID Vaccine,True
318,480,Health care worker who had reaction to Moderna vaccine has history of allergies,True
319,68,UPDATE 1-Argentina approves Russia's Sputnik COVID-19 vaccine - Reuters,True
320,195,"'Premature' to change authorized COVID-19 vaccines dosing, schedules, FDA says - Reuters India",True
321,278,One dose of AstraZeneca vaccine should be 70% effective after 21 days - UK medical adviser - Reuters UK,True
322,164,"BRIEF-U.S. CDC Says 3,260,775 Doses Of Covid-19 Vaccine Distributed In Long-Term Care Homes As Of Jan 5 Versus 2,533,925 Doses Distributed As Of Jan 4 - Reuters",True
323,183,European drugs authority tries again for Moderna COVID-19 vaccine approval - Reuters,True
324,464,Google adds authoritative info on COVID-19 vaccines in search results,True
325,467,Australian Covid-19 vaccine trials ended after test subjects return 'false positive' HIV results,True
326,139,Timeline: How the EU filled its basket in COVID-19 shopping spree - Reuters India,True
327,301,Twitter will start removing COVID-19 vaccine misinformation next week,True
328,367,Australian Covid-19 vaccine trials ended after test subjects return 'false positive' HIV results,True
329,403,Twitter says it will start removing COVID-19 vaccine misinformation,True
330,235,"Approval of Oxford/AstraZeneca COVID shot could help relax COVID restrictions, minister says - Reuters",True
331,253,Argentine regulator approves AstraZeneca/Oxford COVID-19 vaccine -AstraZeneca - Reuters,True
332,364,Google adds authoritative info on COVID-19 vaccines in search results,True
333,419,Covid-19: China approves Sinopharm vaccine for general use,True
334,220,BRIEF-WHO Says Pfizer/BioNTech COVID-19 Vaccine Today Became First Vaccine To Receive WHO Validation For Emergency Use - Tweet - Reuters,True
335,92,BRIEF-Pfizer And Biontech Receive Conditional Marketing Authorization By Swissmedic For COVID-19 Vaccine - Reuters,True
336,226,BRIEF-Health Canada Statement On U.K. Authorization Of Astrazeneca's COVID-19 Vaccine - Reuters,True
337,356,Kamala Harris gets her first dose of the Covid-19 vaccine,True
338,478,"Yes, a Covid-19 vaccine has arrived. But here's what NOT to do",True
339,117,Australia to bring forward COVID-19 vaccine rollout plans - Reuters,True
340,157,Moderna vaccine expected to work against British variant -Dutch drugs authority - Reuters India,True
341,299,S'pore begins Covid-19 vaccination exercise | THE BIG STORY - The Straits Times,True
342,368,Covid-19: White House officials to receive some of first Pfizer vaccines,True
343,88,Cathay Pacific expands cold storage as COVID-19 vaccine roll-out begins - Reuters,True
344,259,EU nations eagerly kick off mass COVID-19 vaccinations - Medicine Hat News,True
345,393,Emergency use approval for AstraZeneca COVID-19 vaccine likely in April: Slaoui - Reuters India,True
346,46,Florida nursing home and assisted care residents start getting vaccinated against Covid-19,True
347,56,Tennessee governor: 'One thing this vaccine will not solve or cure is selfishness',True
348,82,Vaccine is a source of hope for health care workers. But it comes too late for some,True
349,319,Covid-19: China approves Sinopharm vaccine for general use,True
350,427,Fauci says he's confident in the vaccine. Here's why,True
351,189,EU exec OK for Moderna vaccine to come shortly -EU health chief - Reuters,True
352,155,Dutch play catch-up in Europe's patchy COVID-19 vaccine drive - Reuters,True
353,370,Why a Covid-19 vaccine doesn't mean that you can stop wearing a mask,True
354,9,What's Truly Terrifying About the Stumbling Covid-19 Vaccine Rollout,True
355,158,CVS Health to administer first dose of COVID-19 vaccine at U.S. nursing homes by Jan 25 - Reuters,True
356,78,A look at what provinces and territories have said about COVID-19 vaccine plans - Coast Reporter,True
357,182,EU seeks up to 100 million more doses of Pfizer vaccine in new deal - sources - Reuters,True
358,425,The FDA Has Authorized Pfizer’s Covid-19 Vaccine for Emergency Use,True
359,455,3 surprising drugs being repurposed to fight COVID-19,True
360,232,China OKs 1st homegrown vaccine as COVID-19 surges globally - World News - Castanet.net,True
361,334,UK prepares to give first Covid-19 vaccinations as the world watches,True
362,373,Congress to Receive Covid-19 Vaccine As Members Debate Sending Crumbs to Americans,True
363,210,Kamala Harris gets her first dose of the Covid-19 vaccine,True
364,374,Here Are a Bunch of People Getting the Covid-19 Vaccine,True
365,387,Governor: One thing this vaccine will not solve or cure is selfishness,True
366,452,Google Adds Knowledge Panels in Search Results for Covid-19 Vaccines to Counter Misinformation,True
367,465,"Covid-19 vaccine rollout was a moment of hope in pandemic's 'darkest days,' expert says. But the dark days aren't over",True
368,27,"Most Americans will likely get a Covid-19 vaccine, Kaiser Family Foundation survey finds",True
369,284,Exclusive: Russia ships only first part of COVID-19 vaccine to Argentina - sources - Reuters India,True
370,384,Doctor learns she lost patient while on her way to get vaccine,True
371,453,Apple Wallet Receipt Could Serve As First Proof Of An Individual's Vaccination Status,True
372,475,Vaccine chief praises Biden's plan to ask Americans to wear masks for first 100 days,True
373,44,Here Are a Bunch of People Getting the Covid-19 Vaccine,True
374,410,FDA tells US health providers not to modify COVID-19 vaccine dose schedule,True
375,143,Slow vaccine rollout stokes tensions among EU states - Reuters,True
376,330,Why some communities may have trouble receiving Covid-19 vaccines,True
377,360,Pfizer CEO explains why he hasn't received a vaccine yet,True
378,372,A Faulty Algorithm Screwed Residents Out of Stanford's Vaccine Distribution Plan,True
379,474,Here Are a Bunch of People Getting the Covid-19 Vaccine,True
380,477,Florida nursing home and assisted care residents start getting vaccinated against Covid-19,True
381,486,Airbnb starts non-profit for those who need a place to stay during a crisis,True
382,42,A Faulty Algorithm Screwed Residents Out of Stanford's Vaccine Distribution Plan,True
383,197,"Panama will receive first COVID-19 vaccine doses this month, minister says - Reuters India",True
384,276,Piecemeal data releases threaten to undermine Sinovac's COVID-19 vaccine - Reuters,True
385,354,"Most Americans will likely get a Covid-19 vaccine, Kaiser Family Foundation survey finds",True
386,437,Late-night hosts react to Covid-19 vaccine distribution,True
387,198,UPDATE 1-Nurse first in Netherlands to get COVID-19 vaccination - Reuters,True
388,335,"As the US prepares to green light a second Covid-19 vaccine, officials issue warning for the holidays",True
389,355,3 surprising drugs being repurposed to fight COVID-19,True
390,6,FDA Authorizes Moderna Covid-19 Vaccine for Emergency Use,True
391,206,"After the Vaccine: Sore Arm, Yes. Headache, Maybe. Regrets, No.",True
392,69,begins shipping second COVID-19 vaccine | Reuters Video - Reuters,True
393,148,Suffolk to continue 21-day Pfizer vaccination against Covid - East Anglian Daily Times,True
394,167,FACTBOX-Vaccine dosing intervals: What countries are doing around the world - Reuters India,True
395,359,Treasury Department Warns of Increase in Covid-19 Vaccine-Related Fraud and Cybercrime,True
396,391,"Moderna's COVID-19 vaccine shots leave warehouses, widening U.S. push to immunize - Reuters",True
397,144,Glitches hit rollout of vaccine super site - Yahoo News Canada,True
398,488,Plan a Post-Pandemic Vacation in a Novelty Airbnb,True
399,352,Google Adds Knowledge Panels in Search Results for Covid-19 Vaccines to Counter Misinformation,True
400,20,Trump Claims Credit for Vaccines. Some of His Backers Don’t Want to Take Them.,True
401,173,News Releases | COVID-19 Vaccine Bulletin #17 - news.gov.mb.ca,True
402,200,A COVID-19 shot for $150? Online scams surge as slow vaccine rollout frustrates - Reuters India,True
403,51,Dr. Fauci explains when kids will get vaccinated,True
404,170,Province details vaccine rollout plan - Halifax Examiner,True
405,100,UPDATE 1-FTSE 100 edges higher after UK approves AstraZeneca's COVID-19 vaccine - Reuters,True
406,135,Factbox: Moderna's mRNA coronavirus vaccine - Reuters India,True
407,229,"""Different efficacy data for Chinese COVID-19 vaccine ""real and valid""-media - Reuters""",True
408,498,Vaccines Are Here. We Have to Talk About Side Effects,True
409,134,"Doctors urge access to COVID-19 vaccines for high-risk pregnant, breastfeeding women - CTV News",True
410,172,Israel to tighten COVID-19 lockdown in 'final effort' amid vaccine rollout - Reuters India,True
411,208,Apple Wallet Receipt Could Serve As First Proof Of An Individual's Vaccination Status,True
412,250,"""Different efficacy data for Chinese COVID-19 vaccine ""real and valid""-media | World | News - SaltWire Network""",True
413,63,Vaccines Are Here. We Have to Talk About Side Effects,True
414,389,Tennessee governor: 'One thing this vaccine will not solve or cure is selfishness',True
415,60,Emergency U.S. authorization for AstraZeneca COVID-19 vaccine likely in April - Reuters India,True
416,212,Health care worker who had reaction to Moderna vaccine has history of allergies,True
417,228,Emergency use approval for AstraZeneca COVID-19 vaccine likely in April: Slaoui - Reuters,True
418,128,BRIEF-FDA Statement On Following The Authorized Dosing Schedules For COVID-19 Vaccines - Reuters UK,True
419,401,Twitter will start removing COVID-19 vaccine misinformation next week,True
420,14,Why some communities may have trouble receiving Covid-19 vaccines,True
421,366,Senate votes to pass $900 billion Covid-19 relief package,True
422,357,Hospital Workers Start to ‘Turn Against Each Other’ to Get Covid-19 Vaccine,True
423,77,UC Health Chief Medical Officer Receives COVID-19 Vaccine - KOAA 5,True
424,351,Covid-19: Irish government authorises Pfizer-BioNTech vaccine,True
425,457,Hospital Workers Start to ‘Turn Against Each Other’ to Get Covid-19 Vaccine,True
426,39,Covid-19: White House officials to receive some of first Pfizer vaccines,True
427,47,"Yes, a Covid-19 vaccine has arrived. But here's what NOT to do",True
428,213,U.S. May Stretch Out Covid-19 Vaccine Supply With Half-Doses,True
429,298,"Dec. 28 data: 1,716 new cases, five deaths, 17.5k vaccines administered - KUTV 2News",True
430,312,FDA Authorizes Moderna Covid-19 Vaccine for Emergency Use,True
431,326,Two Allergic Reactions to Covid-19 Vaccine on Tuesday Prompt New Warning in UK,True
432,418,"FDA grants emergency use authorization for Pfizer’s COVID-19 vaccine, distribution to begin within days",True
433,225,BRIEF-Health Canada Statement On U.K. Authorization Of Astrazeneca's COVID-19 Vaccine - Reuters India,True
434,274,One dose of AstraZeneca vaccine should be 70% effective after 21 days - UK medical adviser - Reuters India,True
435,336,Here's what we know about Pfizer's vaccine,True
436,468,Covid-19: White House officials to receive some of first Pfizer vaccines,True
437,323,Nervous About Covid-19 Vaccines? Here's How Scientists Are Feeling,True
438,392,Emergency U.S. authorization for AstraZeneca COVID-19 vaccine likely in April - Reuters India,True
439,421,"Pfizer's Covid-19 Vaccine Wins Crucial Vote, Now One Step Away From FDA Authorization",True
440,239,New apps make COVID-19 vaccine passports possible for travel - KTRK-TV,True
441,340,What to Do If You're Exposed to COVID-19,True
442,341,Trump Claims Credit for Vaccines. Some of His Backers Don’t Want to Take Them.,True
443,404,Google to add Covid-19 vaccine information panels to Search,True
444,447,How the vaccine gets from the lab to your arm,True
445,470,Why a Covid-19 vaccine doesn't mean that you can stop wearing a mask,True
446,111,Russia inoculates 1 million people against COVID-19 - Reuters,True
447,159,EU may soon approve extra doses from vials of Pfizer COVID-19 vaccine -source - Reuters,True
448,327,Fauci says he's confident in the vaccine. Here's why,True
449,234,"Approval of Oxford/AstraZeneca COVID shot could help relax COVID restrictions, minister says - Reuters UK",True
450,261,New COVID-19 vaccine scams concerning police - KitchenerToday.com,True
451,362,The Best and Worst of the World's Covid-19 Response,True
452,428,We're Probably Days Away From a COVID Vaccine,True
453,371,Latest on worldwide spread of the coronavirus - Reuters India,True
454,192,Moderna vaccine expected to work against British variant -Dutch drugs authority - Reuters,True
455,491,"Moderna's COVID-19 vaccine shots leave warehouses, widening U.S. push to immunize - Reuters",True
456,48,Smerconish on pandemic: Turning a corner or miles from nowhere?,True
457,163,EU seeks up to 100 million more doses of Pfizer vaccine in new deal - sources - Reuters UK,True
458,346,Finally!,True
459,57,U.S. May Stretch Out Covid-19 Vaccine Supply With Half-Doses,True
460,186,Explainer: How safe is it to switch and space COVID-19 vaccine doses? - Reuters India,True
461,318,"FDA grants emergency use authorization for Pfizer’s COVID-19 vaccine, distribution to begin within days",True
462,190,EU exec OK for Moderna vaccine to come shortly -EU health chief - Reuters India,True
463,409,Uber wants drivers and delivery workers to get priority access to COVID-19 vaccine,True
464,439,Coronavirus Briefing: What Happened Today,True
465,479,Smerconish on pandemic: Turning a corner or miles from nowhere?,True
466,114,Russia inoculates 1 million people against COVID-19 - Reuters India,True
467,72,How the world went from no COVD vaccines to two in under a year,True
468,180,Israel's health ministry authorizes use of Moderna's COVID-19 vaccine - Reuters,True
469,377,Florida nursing home and assisted care residents start getting vaccinated against Covid-19,True
470,54,Governor: One thing this vaccine will not solve or cure is selfishness,True
471,281,Ireland could provide COVID-19 vaccine to everyone by August - Reuters India,True
472,283,"Russia ready to trial combined AstraZeneca, Sputnik V vaccine in Ukraine - Reuters India",True
473,361,Rupert Murdoch gets vaccine as Fox News pushes misinformation,True
474,295,Global Vaccination Efforts Roll Out Slower Than Promised,True
475,397,Canada approves COVID-19 vaccine - Reuters UK,True
476,125,European drugs authority meets again over Moderna vaccine - Reuters India,True
477,215,Emergency U.S. authorization for AstraZeneca COVID-19 vaccine likely in April - Reuters India,True
478,4,There Should Be a Nobel Prize for Vaccine Logistics,True
479,194,UPDATE 1-Nurse first in Netherlands to get COVID-19 vaccination - Reuters India,True
480,385,Dr. Fauci explains when kids will get vaccinated,True
481,142,Colombia regulator approves Pfizer-BioNTech vaccine for emergency use - Reuters,True
482,329,"US sets Covid-19 case, hospitalization and death records ahead of key meeting for Moderna's vaccine",True
483,30,Hospital Workers Start to ‘Turn Against Each Other’ to Get Covid-19 Vaccine,True
484,153,Philippines seeks 148 million COVID-19 shots this year for 2/3 of population - Reuters,True
485,169,CVS Health to administer first dose of COVID-19 vaccine at U.S. nursing homes by Jan 25 - Reuters India,True
486,185,Explainer-How safe is it to switch and space COVID-19 vaccine doses? - Reuters UK,True
487,434,UK prepares to give first Covid-19 vaccinations as the world watches,True
488,188,Dutch play catch-up in Europe's patchy COVID-19 vaccine drive - Reuters India,True
489,251,Government considers COVID-19 vaccination passport to enter Australia without quarantine | 7NEWS - 7NEWS Australia,True
490,483,See first Covid-19 vaccine given to a NY health care worker,True
491,420,FDA panel recommends approving Pfizer’s COVID-19 vaccine emergency use authorization,True
492,423,Nervous About Covid-19 Vaccines? Here's How Scientists Are Feeling,True
493,445,Pastor falsely claims 'Covid-19 is not a pandemic',True
494,265,"US hits record for daily Covid-19 deaths. Winter will be 'awful' before we see 'some light,' expert says",True
495,303,Twitter says it will start removing COVID-19 vaccine misinformation,True
496,345,Pastor falsely claims 'Covid-19 is not a pandemic',True
497,258,Mexican doctor hospitalized after receiving COVID-19 vaccine - Reuters,True
498,314,An algorithm put just seven medical residents on Stanford Medicine’s initial COVID-19 vaccine distribution list,True
499,317,What's Truly Terrifying About the Stumbling Covid-19 Vaccine Rollout,True
